Medicamento,Comercializado,Especie de destino
VANGUARD DA2Pi+L liofilizado y disolvente para suspension inyectable para perros # VANGUARD DA2Pi+L,SI,Perros
VANGUARD DA2Pi+L liofilizado y disolvente para suspension inyectable para perros # VANGUARD DA2Pi+L,NO,Perros
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,NO,Perros
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,SI,Perros
ADVOCATE 40 mg + 4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,SI,Gatos
ADVOCATE 40 mg + 4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
XILAGESIC 20 mg/ml SOLUCION INYECTABLE # XILAGESIC 2%,SI,Gatos
XILAGESIC 200 mg/ml SOLUCION INYECTABLE # XILAGESIC 20%,SI,Gatos
ZIPYRAN,NO,Gatos
ZIPYRAN,NO,Perros
ZIPYRAN,SI,Perros
ZOOBIOTIC 150 mg/ml SUSPENSION INYECTABLE # ZOOBIOTIC 15% SUSPENSION INYECTABLE,SI,Gatos
CLORAMIVET SPRAY,SI,Gatos
SEDAXYLAN,SI,Perros
SEDAXYLAN,SI,Perros
SEDIN 1 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
"ALFAMED 2,5 mg/ml SOLUCION PARA PULVERIZACION CUTANEA PARA GATOS Y PERROS",NO,Perros
"ALFAMED 2,5 mg/ml SOLUCION PARA PULVERIZACION CUTANEA PARA GATOS Y PERROS",NO,Perros
"ALFAMED 2,5 mg/ml SOLUCION PARA PULVERIZACION CUTANEA PARA GATOS Y PERROS",NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
FICONTROL FIPRONILO 268 mg SOLUCION SPOT-ON PARA PERROS GRANDES,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,SI,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,SI,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,SI,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,NO,Perros
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,SI,Perros
NELIO 5 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 5 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 5 mg COMPRIMIDO PARA PERROS,SI,Perros
NELIO 5 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 20 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 20 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 20 mg COMPRIMIDO PARA PERROS,SI,Perros
NELIO 20 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 20 mg COMPRIMIDO PARA PERROS,NO,Perros
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
NELIO 5 mg COMPRIMIDO PARA GATOS,NO,Gatos
"DEXINVET 1,9 mg/ml # DEXINVET",SI,Gatos
"DEXINVET 1,9 mg/ml # DEXINVET",SI,Perros
"CORDEXVALL 1,9 mg/ml # CORDEXVALL",SI,Gatos
"CORDEXVALL 1,9 mg/ml # CORDEXVALL",SI,Gatos
"NOBIVAC TRICAT NOVUM LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE, PARA GATOS # NOBIVAC TRICAT NOVUM",NO,Gatos
"NOBIVAC TRICAT NOVUM LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE, PARA GATOS # NOBIVAC TRICAT NOVUM",NO,Gatos
"NOBIVAC TRICAT NOVUM LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE, PARA GATOS # NOBIVAC TRICAT NOVUM",NO,Gatos
"NOBIVAC TRICAT NOVUM LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE, PARA GATOS # NOBIVAC TRICAT NOVUM",NO,Gatos
"MEDESON 1 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS # MEDESON 1,0 mg/ml",SI,Gatos
"MEDESON 1 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS # MEDESON 1,0 mg/ml",NO,Perros
MALASEB CHAMPU PARA PERROS Y GATOS,SI,Gatos
MELOXIDYL 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
VERSIFEL CVR,NO,Gatos
VERSIFEL CVR,NO,Gatos
VERSIFEL CVR,SI,Gatos
"NELIO 2,5 mg COMPRIMIDO PARA GATOS",NO,Gatos
"NELIO 2,5 mg COMPRIMIDO PARA GATOS",NO,Gatos
"NELIO 2,5 mg COMPRIMIDO PARA GATOS",NO,Gatos
"NELIO 2,5 mg COMPRIMIDO PARA GATOS",SI,Gatos
"NELIO 2,5 mg COMPRIMIDO PARA GATOS",NO,Gatos
"NELIO 2,5 mg COMPRIMIDO PARA GATOS",NO,Gatos
CEN-A-PEN 200 mg/ml + 200 mg/ml SUSPENSION INYECTABLE # CEN-A-PEN SUSPENSION,SI,Gatos
CEN-A-PEN 200 mg/ml + 200 mg/ml SUSPENSION INYECTABLE # CEN-A-PEN SUSPENSION,SI,Gatos
CEN-A-PEN 200 mg/ml + 200 mg/ml SUSPENSION INYECTABLE # CEN-A-PEN SUSPENSION,NO,Gatos
CLORTETRA SPRAY,SI,Perros
NOROCLAV 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
NOROCLAV 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
NOROCLAV 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
NOROCLAV 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
NOROCLAV 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
SEDATOR 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Perros
SEDATOR 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Perros
SEDATOR 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Perros
REVAZOL 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS # REVAZOL,SI,Perros
REVAZOL 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS # REVAZOL,SI,Gatos
REVAZOL 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS # REVAZOL,SI,Gatos
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 75 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLINACIN 150 mg COMPRIMIDOS PARA PERROS # CLINDASEPTIN 150 mg COMPRIMIDOS PARA PERROS,NO,Perros
ALZANE 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Gatos
ALZANE 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
ALZANE 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,NO,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,NO,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,SI,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,SI,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,NO,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,NO,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,NO,Perros
OTOMAX GOTAS OTICAS EN SUSPENSION,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,SI,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Gatos
CLAVASEPTIN 50 mg COMPRIMIDOS SABOR PARA PERROS Y GATOS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,SI,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 250 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,SI,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 500 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
MAXIVAC PRIMA DP,SI,Perros
MAXIVAC PRIMA DP,SI,Perros
MAXIVAC PENTA,SI,Perros
MAXIVAC PENTA,SI,Perros
MAXIVAC TETRA,SI,Perros
MAXIVAC TETRA,SI,Perros
FEVAXYN PENTOFEL SUSPENSION INYECTABLE PARA GATOS,NO,Gatos
FEVAXYN PENTOFEL SUSPENSION INYECTABLE PARA GATOS,NO,Gatos
FEVAXYN PENTOFEL SUSPENSION INYECTABLE PARA GATOS,NO,Gatos
ORONDO SPRAY,SI,Gatos
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE # GANADEXIL ENROFLOXACINO 5% SOLUCION INYECTABLE,SI,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE # GANADEXIL ENROFLOXACINO 5% SOLUCION INYECTABLE,SI,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE # GANADEXIL ENROFLOXACINO 5% SOLUCION INYECTABLE,NO,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE # GANADEXIL ENROFLOXACINO 5% SOLUCION INYECTABLE,NO,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE # GANADEXIL ENROFLOXACINO 5% SOLUCION INYECTABLE,NO,Perros
CEFA-CURE 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFA-CURE 200 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFA-CURE 200 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFA-CURE 1000 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFA-CURE 1000 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEFA-CURE 1000 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CANINSULIN,SI,Gatos
NOBIVAC LEPTO,NO,Perros
NOBIVAC LEPTO,NO,Perros
KARSIVAN,SI,Perros
RILEXINE 75 mg COMPRIMIDOS MASTICABLES VIRBAC,SI,Gatos
RILEXINE 75 mg COMPRIMIDOS MASTICABLES VIRBAC,SI,Perros
RILEXINE 300 mg COMPRIMIDOS MASTICABLES VIRBAC,SI,Perros
RILEXINE 300 mg COMPRIMIDOS MASTICABLES VIRBAC,SI,Perros
RILEXINE 600 mg COMPRIMIDOS MASTICABLES VIRBAC,SI,Perros
RILEXINE 600 mg COMPRIMIDOS MASTICABLES VIRBAC,SI,Perros
POSATEX GOTAS OTICAS EN SUSPENSIÓN PARA PERROS,SI,Perros
POSATEX GOTAS OTICAS EN SUSPENSIÓN PARA PERROS,SI,Perros
POSATEX GOTAS OTICAS EN SUSPENSIÓN PARA PERROS,NO,Perros
PANACUR COMPRIMIDOS 250,SI,Perros
PANACUR COMPRIMIDOS 250,NO,Perros
PANACUR COMPRIMIDOS 250,NO,Perros
PANACUR COMPRIMIDOS 500,SI,Perros
PANACUR COMPRIMIDOS 500,NO,Perros
PANACUR COMPRIMIDOS 500,NO,Perros
T-61 SOLUCION INYECTABLE PARA INDUCCION DE LA EUTANASIA EN ANIMALES # T-61,SI,Gatos
CARPROX VET 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS # RYCARFA 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
GLUCILIN-D,NO,Perros
PREDNISOLONA FATRO # PREDNISOLONA IVEN,SI,Perros
TENICIPEN # TENICIVEN,NO,Gatos
TENICIPEN # TENICIVEN,SI,Perros
TENICIPEN # TENICIVEN,SI,Perros
SEDASTART 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Perros
SEDASTART 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,NO,Gatos
SEDASTOP 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Perros
SEDASTOP 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,NO,Gatos
SEDASTOP 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,NO,Perros
XEDEN 200 mg COMPRIMIDO PARA PERROS,NO,Perros
XEDEN 200 mg COMPRIMIDO PARA PERROS,NO,Perros
GENTAVALL 40 mg/ml SOLUCION INYECTABLE,SI,Gatos
GENTAVALL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
GENTAVALL 40 mg/ml SOLUCION INYECTABLE,SI,Gatos
TILOVALL 200 mg/ml SOLUCIÓN INYECTABLE,SI,Gatos
TILOVALL 200 mg/ml SOLUCIÓN INYECTABLE,SI,Gatos
TILOVALL 200 mg/ml SOLUCIÓN INYECTABLE,SI,Gatos
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
VETFLURANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR,NO,Gatos
VETFLURANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR,SI,Perros
NISAMOX 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
NISAMOX 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
NISAMOX 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
NISAMOX 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
NISAMOX 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
NISINJECT 175 mg SUSPENSION INYECTABLE # NISAMOX 175 mg SUSPENSION INYECTABLE,NO,Perros
NISINJECT 175 mg SUSPENSION INYECTABLE # NISAMOX 175 mg SUSPENSION INYECTABLE,SI,Perros
"ANESVET 20/0,02 mg/ml SOLUCIÓN INYECTABLE",SI,Perros
PREVICOX 57 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
PREVICOX 57 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
PREVICOX 57 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
PREVICOX 227 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
PREVICOX 227 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
PREVICOX 227 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
PUREVAX RCP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RCP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RC LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RC LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RCPCH LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RCP FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RCP FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RCPCH FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
PUREVAX RCPCH FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,NO,Gatos
NOROCARP 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
NOROCARP 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
NOROCARP 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
NOROCARP 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
NOROCARP 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
ADVANTAGE 400 PARA PERROS,NO,Perros
ADVANTAGE 400 PARA PERROS,NO,Perros
ADVANTAGE 400 PARA PERROS,NO,Perros
ADVANTAGE 400 PARA PERROS,NO,Perros
BAYTRIL 50 mg/ml SOLUCION INYECTABLE # BAYTRIL 5% SOLUCION INYECTABLE,NO,Gatos
BAYTRIL 50 mg/ml SOLUCION INYECTABLE # BAYTRIL 5% SOLUCION INYECTABLE,SI,Perros
ELOX COLLAR PARA GATOS # ELOX COLLAR,SI,Gatos
ADVOCATE 40 mg + 4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
ADVOCATE 40 mg + 4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,SI,Gatos
ADVOCATE 40 mg + 4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
REANEST 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Perros
SEDEDORM 1 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,SI,Gatos
XEDEN 150 mg COMPRIMIDO PARA PERROS,SI,Perros
